referrer_npi,referrer_entity_type_code,referrer_business_name,referrer_grouping,referrer_classification,referrer_zip_code,referrer_city,referrer_state
1225081805,2,NASHVILLE ANESTHESIA PLLC,Allopathic & Osteopathic Physicians,Anesthesiology,37211,NASHVILLE,TN
1235182643,2,"RICHARD M. HILKER, DPM, P.C.",Podiatric Medicine & Surgery Service Providers,Podiatrist,46825,FORT WAYNE,IN
1205889458,2,PRISMA HEALTH-MIDLANDS,Hospitals,General Acute Care Hospital,29201,COLUMBIA,SC
1841243425,2,TENNESSEE ONCOLOGY PLLC,Allopathic & Osteopathic Physicians,Internal Medicine,37090,LEBANON,TN
1861445173,2,ELITE PHYSICAL THERAPY AND REHABILITATION SERVICES LLC,"Respiratory, Developmental, Rehabilitative and Restorative Service Providers",Physical Therapist,37160,SHELBYVILLE,TN
1336192665,2,"INDIANA UNIVERSITY RADIOLOGY ASSOCIATES, INC.",Allopathic & Osteopathic Physicians,Radiology,46202,INDIANAPOLIS,IN
1619920949,2,DUKES HEALTH SYSTEM LLC,Hospitals,General Acute Care Hospital,46970,PERU,IN
1447203963,2,MEDOP BEHAVIORAL HEALTH ASSOCIATES OF MARYLAND PC,Allopathic & Osteopathic Physicians,Psychiatry & Neurology,21202,BALTIMORE,MD
1205889227,2,SEMO GYNECOLOGY LLC,Allopathic & Osteopathic Physicians,Obstetrics & Gynecology,63901,POPLAR BLUFF,MO
1861445892,2,HOMETOWN HEALTH MANAGEMENT COMPANY,Allopathic & Osteopathic Physicians,Family Medicine,89436,SPARKS,NV
1568415560,2,MISSISSIPPI SPORTS MEDICINE & ORTHOPAEDIC CENTER,Allopathic & Osteopathic Physicians,Orthopaedic Surgery,39202,JACKSON,MS
1437102449,2,"PRIMARY HEALTH CARE CENTER OF DADE, INC.",Ambulatory Health Care Facilities,Clinic/Center,30752,TRENTON,GA
1518910520,2,US ANESTHESIA PARTNERS OF FLORIDA INC.,Allopathic & Osteopathic Physicians,Anesthesiology,32751,MAITLAND,FL
1396798302,2,SAINT THOMAS MEDICAL PARTNERS,Laboratories,Clinical Medical Laboratory,37066,GALLATIN,TN
1265485270,2,SENTARA MEDICAL GROUP,Allopathic & Osteopathic Physicians,Family Medicine,23502,NORFOLK,VA
1801840434,2,"UNIVERSITY OF CINCINNATI PHYSICIANS COMPANY, LLC",Allopathic & Osteopathic Physicians,Family Medicine,45219,CINCINNATI,OH
1073567608,2,CUMBERLAND COUNTY HOSPITAL ASSOCIATION INC,Hospitals,General Acute Care Hospital,42717,BURKESVILLE,KY
1205880846,2,"DERMATOLOGY AND SKIN CANCER SPECIALISTS, LLC",Allopathic & Osteopathic Physicians,Dermatology,66211,LEAWOOD,KS
1689628232,2,CHI ST VINCENT HOSPITAL HOT SPRINGS,Hospitals,General Acute Care Hospital,71913,HOT SPRINGS,AR
1639123284,2,"ASCENSION ALL SAINTS HOSPITAL, INC",Hospitals,General Acute Care Hospital,53405,RACINE,WI
1881648442,2,"DDP PHARMACY, INC",Suppliers,Durable Medical Equipment & Medical Supplies,27870,ROANOKE RAPIDS,NC
1235183898,2,"THE CENTER FOR KIDNEYCARE, P.C.",Allopathic & Osteopathic Physicians,Internal Medicine,08036,HAINESPORT,NJ
1831143403,2,ALLEGHENY CLINIC MEDICAL ONCOLOGY,Allopathic & Osteopathic Physicians,Internal Medicine,15213,PITTSBURGH,PA
1386698959,2,"SURGICAL CLINIC, PA",Other Service Providers,Specialist,72205,LITTLE ROCK,AR
1366496937,2,TRIDENT MEDICAL CENTER LLC,Hospitals,General Acute Care Hospital,29406,CHARLESTON,SC
1083668669,2,GRAND STRAND REGIONAL MEDICAL CENTER LLC,Hospitals,General Acute Care Hospital,29572,MYRLTE BEACH,SC
1417900242,2,MOUNTAIN COMPREHENSIVE HEALTH CORPORATION,Ambulatory Health Care Facilities,Clinic/Center,41858,WHITESBURG,KY
1720031768,2,COMMUNITY CARE SERVICES LLC,Allopathic & Osteopathic Physicians,Internal Medicine,89502,RENO,NV
1356394308,2,"NOVANT MEDICAL GROUP, INC.",Allopathic & Osteopathic Physicians,Family Medicine,28031,CORNELIUS,NC
1346293396,2,CATALINA RADIOLOGY PLC,Allopathic & Osteopathic Physicians,Radiology,85741,TUCSON,AZ
1477506392,2,"CAPE RADIOLOGY GROUP, P.C.",Allopathic & Osteopathic Physicians,Radiology,63703,CAPE GIRARDEAU,MO
1093768830,2,"SPRINGFIELD ANESTHESIA SERVICE, INC.",Allopathic & Osteopathic Physicians,Anesthesiology,01118,SPRINGFIELD,MA
1063466605,2,"SHORE HEART GROUP, PA",Allopathic & Osteopathic Physicians,Internal Medicine,07753,NEPTUNE,NJ
1194778050,2,TALLAHASSEE ORTHOPEDIC CLINIC III PL,Ambulatory Health Care Facilities,Clinic/Center,32308,TALLAHASSEE,FL
1194779702,2,"JOHN D. ARCHBOLD MEMORIAL HOSPITAL, INC.",Hospitals,General Acute Care Hospital,31792,THOMASVILLE,GA
1093769606,2,HTI MEMORIAL HOSPITAL CORPORATION,Hospitals,General Acute Care Hospital,37207,NASHVILLE,TN
1619920584,2,PAIN CONSULTANTS OF SOUTH MISSISSIPPI PA,Allopathic & Osteopathic Physicians,Anesthesiology,39402,HATTIESBURG,MS
1841243722,2,ARIZONA CENTER FOR HEMATOLOGY AND ONCOLOGY PLC,Allopathic & Osteopathic Physicians,Internal Medicine,85258,SCOTTSDALE,AZ
1568415453,2,BOCA RATON EKG READERS INC,Allopathic & Osteopathic Physicians,Internal Medicine,33486,BOCA RATON,FL
1093768988,2,"MARTIN MEDICAL CENTER, P.C.",Ambulatory Health Care Facilities,Clinic/Center,38237,MARTIN,TN
1992758882,2,"UROLOGY AMERICA MSO,LLC",Ambulatory Health Care Facilities,Clinic/Center,38138,GERMANTOWN,TN
1396798229,2,THE EMORY CLINIC INC,Allopathic & Osteopathic Physicians,Internal Medicine,30322,ATLANTA,GA
1700839552,2,PEARSON DISCOUNT DRUGS,Suppliers,Durable Medical Equipment & Medical Supplies,38821,AMORY,MS
1356394290,2,OHIO CHEST PHYSICIANS LTD,Allopathic & Osteopathic Physicians,Internal Medicine,44135,CLEVELAND,OH
1740234590,2,TENNESSEE ONCOLOGY PLLC,Allopathic & Osteopathic Physicians,Internal Medicine,38478,PULASKI,TN
1568416311,2,ASCENSION BORGESS HOSPITAL,Hospitals,General Acute Care Hospital,49048,KALAMAZOO,MI
1902850753,2,JEFFERSON COUNTY PUBLIC HOSPITAL DISTRICT NO 2,Ambulatory Health Care Facilities,Clinic/Center,98368,PORT TOWNSEND,WA
1780638502,2,ALLERGY EAR NOSE AND THROAT INSTITUTE PLLC,Allopathic & Osteopathic Physicians,Otolaryngology,73505,LAWTON,OK
1912950775,2,"ROGERS DERMATOLOGY, PA",Allopathic & Osteopathic Physicians,Dermatology,29607,GREENVILLE,SC
1598719346,2,CLEVELAND CLINIC HEALTH SYSTEM - EAST REGION,Hospitals,General Acute Care Hospital,44119,EUCLID,OH
1780638478,2,"SPRINGFIELD CLINIC, LLP",Ambulatory Health Care Facilities,Clinic/Center,62703,SPRINGFIELD,IL
1467406132,2,"EASTSIDE MEDICAL CENTER, LLC",Hospitals,General Acute Care Hospital,30078,SNELLVILLE,GA
1780638494,2,"ADVANCED RADIOLOGY, INC.",Allopathic & Osteopathic Physicians,Radiology,02864,CUMBERLAND,RI
1730132515,2,"TUFTS MEDICAL CENTER, INC.",Hospitals,General Acute Care Hospital,02111,BOSTON,MA
1598719353,2,LINCOLN ORTHOPEDIC PHYSICAL THERAPY PC,"Respiratory, Developmental, Rehabilitative and Restorative Service Providers",Physical Therapist,68505,LINCOLN,NE
1760436547,2,RESPIRATORY PLUS INC,Suppliers,Durable Medical Equipment & Medical Supplies,75501,TEXARKANA,TX
1720032345,2,"HCA HEALTH SERVICES OF TENNESSEE, INC.",Hospitals,General Acute Care Hospital,37211,NASHVILLE,TN
1417901091,2,ENLOE MEDICAL CENTER,Hospitals,General Acute Care Hospital,95926,CHICO,CA
1942254529,2,SPARROW EATON HOSPITAL,Hospitals,General Acute Care Hospital,48813,CHARLOTTE,MI
1871547372,2,KIMBERLY A SCHISLER D O P C,Allopathic & Osteopathic Physicians,Family Medicine,63901,POPLAR BLUFF,MO
1396799102,2,WASHOE BARTON MEDICAL CLINIC A NEVADA NONPROFIT CORPORATION,Hospitals,General Acute Care Hospital,89410,GARDNERVILLE,NV
1518911338,2,UNIVERSITY OF KENTUCKY,Hospitals,General Acute Care Hospital,40536,LEXINGTON,KY
1295789907,2,CAROLINAS MEDICAL CENTER,Hospitals,General Acute Care Hospital,28203,CHARLOTTE,NC
1619921947,2,"WEIRTON MEDICAL CENTER, INC",Hospitals,General Acute Care Hospital,26062,WEIRTON,WV
1699729939,2,SPARTANBURG MEDICAL CENTER,Ambulatory Health Care Facilities,Clinic/Center,29303,SPARTANBURG,SC
1811941172,2,SANFORD BISMARCK,Ambulatory Health Care Facilities,Clinic/Center,58501,BISMARCK,ND
1730133992,2,BEEBE PHYSICIAN NETWORK INC.,Allopathic & Osteopathic Physicians,Internal Medicine,19958,LEWES,DE
1992759153,2,A&D HEALTHCARE LLC,Suppliers,Durable Medical Equipment & Medical Supplies,38122,MEMPHIS,TN
1992759427,2,THE VANCOUVER CLINIC INC PS,Allopathic & Osteopathic Physicians,Internal Medicine,98664,VANCOUVER,WA
1336193861,2,HEARTLAND COMMUNITY HEALTH CLINIC,Ambulatory Health Care Facilities,Clinic/Center,61605,PEORIA,IL
1154375681,2,UNIVERSITY PRIMARY CARE PRACTICES INC,Ambulatory Health Care Facilities,Clinic/Center,44106,CLEVELAND,OH
1700830247,2,HOSPITAL AUTHORITY OF MITCHELL COUNTY,Hospitals,General Acute Care Hospital,31730,CAMILLA,GA
1699729806,2,"VRF EYE SPECIALTY GROUP, PLC",Allopathic & Osteopathic Physicians,Ophthalmology,38120,MEMPHIS,TN
1285688655,2,"UNICOM RADIOLOGY SERVICES, PLLC",Allopathic & Osteopathic Physicians,Radiology,37743,GREENEVILLE,TN
1033163407,2,ST JOSEPH HEALTH SYSTEM LLC,Hospital Units,Rehabilitation Unit,46802,FORT WAYNE,IN
1477507853,2,RCS MANAGEMENT CORP,Suppliers,Durable Medical Equipment & Medical Supplies,85635,SIERRA VISTA,AZ
1346294519,2,"VIRGINIA CANCER SPECIALISTS, P.C.",Allopathic & Osteopathic Physicians,Internal Medicine,22031,FAIRFAX,VA
1326092503,2,FOX REHABILITATION SERVICES INC,"Respiratory, Developmental, Rehabilitative and Restorative Service Providers",Physical Therapist,19803,WILMINGTON,DE
1467406918,2,SOUTH CAROLINA ONCOLOGY ASSOC PA,Allopathic & Osteopathic Physicians,Internal Medicine,29210,COLUMBIA,SC
1538113097,2,SSM HEALTH CARE ST. LOUIS,Allopathic & Osteopathic Physicians,Emergency Medicine,63367,LAKE ST LOUIS,MO
1033163597,2,HOWARD UNIVERSITY,Ambulatory Health Care Facilities,Clinic/Center,20060,WASHINGTON,DC
1437103900,2,"HYGEIA MEDICAL EQUIPMENT, LLC",Nursing & Custodial Care Facilities,Skilled Nursing Facility,32534,PENSACOLA,FL
1689628158,2,"CAROLINAS PATHOLOGY GROUP, PA",Other Service Providers,Specialist,28203,CHARLOTTE,NC
1417901646,2,KILGORE INC,Suppliers,Pharmacy,65203,COLUMBIA,MO
1750335980,2,"ALLEGRY & ENT ASSOCIATES OF MIDDLE TENNESSEE, P.C.",Allopathic & Osteopathic Physicians,Otolaryngology,37076,HERMITAGE,TN
1629022868,2,DANVILLE PHYSICIAN PRACTICES LLC,Allopathic & Osteopathic Physicians,Anesthesiology,24541,DANVILLE,VA
1760436240,2,SUBURBAN UROLOGIC ASSOCIATES P.C.,Allopathic & Osteopathic Physicians,Urology,15146,MONROEVILLE,PA
1831143320,2,"STHS SLEEP CENTER, LLC",Ambulatory Health Care Facilities,Clinic/Center,37236,NASHVILLE,TN
1881648376,2,FIELD MEMORIAL COMMUNITY HOSPITAL,Ambulatory Health Care Facilities,Clinic/Center,39669,WOODVILLE,MS
1265486658,2,HOMETOWN HEALTHCARE INC.,Suppliers,Durable Medical Equipment & Medical Supplies,38851,HOUSTON,MS
1033163423,2,BOCA RADIOLOGY GROUP PA,Allopathic & Osteopathic Physicians,Radiology,33486,BOCA RATON,FL
1942254347,2,SUMMIT MEDICAL GROUP PA,Ambulatory Health Care Facilities,Clinic/Center,07922,BERKELEY HEIGHTS,NJ
1932153335,2,"CENTURY AMBULANCE SERVICE, INC.",Transportation Services,Ambulance,32221,JACKSONVILLE,FL
1831143254,2,"ANESTHESIA ASSOCIATES, PS",Allopathic & Osteopathic Physicians,Anesthesiology,99204,SPOKANE,WA
1235183542,2,CLEVELAND CLINIC HEALTH SYSTEM - EAST REGION,Hospitals,General Acute Care Hospital,44122,WARRENSVILLE HEIGHTS,OH
1881648210,2,"NORTH COAST PROFESSIONAL COMPANY, LLC",Allopathic & Osteopathic Physicians,Internal Medicine,44870,SANDUSKY,OH
1386698710,2,"VISTA RADIOLOGY, PC.",Allopathic & Osteopathic Physicians,Radiology,37916,KNOXVILLE,TN
1275587602,2,"LINCOLN RADIOLOGY GROUP, PC",Allopathic & Osteopathic Physicians,Radiology,68516,LINCOLN,NE
1073567418,2,"DELAWARE CARDIOVASCULAR ASSOCIATES, P.A.",Allopathic & Osteopathic Physicians,Internal Medicine,19803,WILMINGTON,DE
1235183328,2,QHG OF SOUTH CAROLINA INC,Hospitals,General Acute Care Hospital,29505,FLORENCE,SC
1285688358,2,"FAMILY MEDCENTERS, P.A.",Allopathic & Osteopathic Physicians,Family Medicine,67037,DERBY,KS
1811941834,2,TALLAHASSEE MEMORIAL HEALTHCARE INC,Hospital Units,Psychiatric Unit,32308,TALLAHASSEE,FL
1407800436,2,"OH MUHLENBERG, LLC",Hospitals,General Acute Care Hospital,42345,GREENVILLE,KY
1922052869,2,TULLAHOMA HMA LLC,Hospitals,General Acute Care Hospital,37388,TULLAHOMA,TN
1467406306,2,"MID-AMERICA CARDIOLOGY ASSOCIATES, INC.",Allopathic & Osteopathic Physicians,Internal Medicine,66160,KANSAS CITY,KS
1275587115,2,VALLEY ANESTHESIA PC,Allopathic & Osteopathic Physicians,Anesthesiology,24153,SALEM,VA
1710931852,2,"DOSHI DIAGNOSTIC IMAGING SERVICES OF NEW JERSEY, LLC",Allopathic & Osteopathic Physicians,Radiology,08201,ABSECON,NJ
1972557023,2,VALLEY PAIN SPECIALISTS PC,Allopathic & Osteopathic Physicians,Pain Medicine,18020,BETHLEHEM,PA
1780638833,2,CARTERSVILLE MEDICAL CENTER LLC,Hospitals,General Acute Care Hospital,30120,CARTERSVILLE,GA
1598719643,2,"COLISEUM MEDICAL CENTER, LLC",Hospitals,General Acute Care Hospital,31217,MACON,GA
1912951963,2,DOCTORS HOSPITAL OF AUGUSTA LLC,Hospitals,General Acute Care Hospital,30909,AUGUSTA,GA
1033163092,2,JACKSON HMA LLC,Hospitals,General Acute Care Hospital,39204,JACKSON,MS
1104870187,2,"SUNRISE MOUNTAINVIEW HOSPITAL, INC.",Hospitals,General Acute Care Hospital,89128,LAS VEGAS,NV
1639123615,2,HTI MEMORIAL HOSPITAL CORPORATION,Hospital Units,Rehabilitation Unit,37207,NASHVILLE,TN
1265486245,2,ASCENSION RIVER DISTRICT HOSPITAL,Allopathic & Osteopathic Physicians,Family Medicine,48054,EAST CHINA,MI
1205880291,2,THE ORTHOPAEDIC CENTER,Allopathic & Osteopathic Physicians,Orthopaedic Surgery,35801,HUNTSVILLE,AL
1174577001,2,NHC HEALTHCARE-COLUMBIA LLC,Nursing & Custodial Care Facilities,Skilled Nursing Facility,38401,COLUMBIA,TN
1255385183,2,"RADIOLOGY ASSOCIATES OF BURLINGTON COUNTY, P.A.",Allopathic & Osteopathic Physicians,Radiology,08060,MOUNT HOLLY,NJ
1871547703,2,"GREENVIEW HOSPITAL, INC.",Hospitals,General Acute Care Hospital,42104,BOWLING GREEN,KY
1679527501,2,"MEDICAL ANESTHESIA GROUP, PA",Allopathic & Osteopathic Physicians,Anesthesiology,38119,MEMPHIS,TN
1720033681,2,NHC HEALTHCARE-SCOTT LLC,Nursing & Custodial Care Facilities,Skilled Nursing Facility,38464,LAWRENCEBURG,TN
1518912484,2,"GREAT RIVER PHYSICIANS AND CLINICS, INC",Other Service Providers,Specialist,52655,WEST BURLINGTON,IA
1699720565,2,"NHC HEALTHCARE-OAKWOOD, LLC",Nursing & Custodial Care Facilities,Skilled Nursing Facility,37091,LEWISBURG,TN
1770538647,2,MEDCARE INC.,Suppliers,Durable Medical Equipment & Medical Supplies,42001,PADUCAH,KY
1851346720,2,ASHLAND HOSPITAL CORPORATION,Hospitals,General Acute Care Hospital,41101,ASHLAND,KY
1417901323,2,"PHYSICIANS OF UNIVERSITY HOSPITAL, PC",Allopathic & Osteopathic Physicians,Internal Medicine,10309,STATEN ISLAND,NY
1265487193,2,"HCA HEALTH SERVICES OF TENNESSEE, INC.",Hospitals,General Acute Care Hospital,37015,ASHLAND CITY,TN
1316992274,2,NHC HEALTHCARE-ATHENS LLC,Nursing & Custodial Care Facilities,Skilled Nursing Facility,37303,ATHENS,TN
1740235316,2,"OH MUHLENBERG, LLC",Transportation Services,Ambulance,42367,POWDERLY,KY
1467407262,2,RADIOLOGY CONSULTANTS OF WYTHEVILLE,Allopathic & Osteopathic Physicians,Radiology,24382,WYTHEVILLE,VA
1922053545,2,"MEMORIAL HEALTH PARTNERS FOUNDATION, INC",Allopathic & Osteopathic Physicians,Internal Medicine,37411,CHATTANOOGA,TN
1427003052,2,EYE SURGERY CENTER OF NASHVILLE LLC,Ambulatory Health Care Facilities,Clinic/Center,37203,NASHVILLE,TN
1639124274,2,ADVANCED RADIOLOGY PC,Allopathic & Osteopathic Physicians,Radiology,38305,JACKSON,TN
1598710147,2,"POPLAR BLUFF HMA PHYSICIAN MANAGEMENT, LLC",Allopathic & Osteopathic Physicians,Family Medicine,63901,POPLAR BLUFF,MO
1306891288,2,HARVARD FAMILY PHYSICIANS P C,Allopathic & Osteopathic Physicians,Family Medicine,74145,TULSA,OK
1659326536,2,"HUDSON VALLEY IMAGING, PC",Allopathic & Osteopathic Physicians,Radiology,10567,CORTLANDT MANOR,NY
1730134610,2,NHC HEALTHCARE-MCMINNVILLE LLC,Nursing & Custodial Care Facilities,Skilled Nursing Facility,37110,MC MINNVILLE,TN
1710932603,2,LARCHMONT IMAGING ASSOCIATES LLC,Allopathic & Osteopathic Physicians,Radiology,08054,MOUNT LAUREL,NJ
1457306359,2,"SOUTHERN HILLS MEDICAL CENTER, LLC",Hospitals,General Acute Care Hospital,89148,LAS VEGAS,NV
1710932611,2,NHC HEALTHCARE-FRANKLIN LLC,Nursing & Custodial Care Facilities,Skilled Nursing Facility,37064,FRANKLIN,TN
1538114434,2,HENDERSONVILLE HOSPITAL CORPORATION,Hospitals,General Acute Care Hospital,37075,HENDERSONVILLE,TN
1558316463,2,GREEN HOUSE AND ASSOCIATES INC,Behavioral Health & Social Service Providers,Psychologist,46055,MCCORDSVILLE,IN
1093760902,2,INTERNAL MEDICINE AND PEDIATRIC ASSOC OF BRISTOL,Allopathic & Osteopathic Physicians,Internal Medicine,37620,BRISTOL,TN
1952356735,2,"WECARE MEDICAL, LLC",Suppliers,Durable Medical Equipment & Medical Supplies,41101,ASHLAND,KY
1932154713,2,JACKSON SURGICAL ASSOCIATES. PA,Allopathic & Osteopathic Physicians,Surgery,38305,JACKSON,TN
1427003219,2,"SOCIETY HILL ANESTHESIA CONSULTANTS, PC",Allopathic & Osteopathic Physicians,Anesthesiology,19107,PHILADELPHIA,PA
1831144633,2,JOYCE A. ZAGURSKY MD LLC,Other Service Providers,Specialist,47374,RICHMOND,IN
1659326452,2,RETINOVITREOUS ASSOCIATES LTD,Allopathic & Osteopathic Physicians,Ophthalmology,19462,PLYMOUTH MEETING,PA
1093760712,2,HMA FENTRESS COUNTY GENERAL HOSPITAL LLC,Hospitals,General Acute Care Hospital,38556,JAMESTOWN,TN
1447205182,2,BEACON HEALTH ALLIANCE PC,Allopathic & Osteopathic Physicians,Internal Medicine,37404,CHATTANOOGA,TN
1972558898,2,WILMINGTON MEDICAL SUPPLY INC,Suppliers,Durable Medical Equipment & Medical Supplies,28403,WILMINGTON,NC
1770538696,2,"ADVOCARE, LLC",Allopathic & Osteopathic Physicians,Pediatrics,08053,MARLTON,NJ
1396790119,2,ALLERMETRIX INC,Laboratories,Clinical Medical Laboratory,37064,FRANKLIN,TN
1194770768,2,OLD PUEBLO ANESTHESIA,Allopathic & Osteopathic Physicians,Anesthesiology,85712,TUCSON,AZ
1326093147,2,"UROLOGY ASSOCIATES, LLC",Allopathic & Osteopathic Physicians,Urology,47303,MUNCIE,IN
1497700231,2,"NASHVILLE SKIN AND CANCER, PLC",Allopathic & Osteopathic Physicians,Dermatology,37212,NASHVILLE,TN
1760437560,2,"LAGRANGE EMERGENCY PHYSICIANS, LLC",Allopathic & Osteopathic Physicians,Emergency Medicine,30240,LAGRANGE,GA
1518912351,2,WOMENS HEALTHCARE OF DOTHAN PC,Other Service Providers,Specialist,36305,DOTHAN,AL
1679528426,2,"REGIONAL OTOLARYNGOLOGY HEAD AND NECK ASSOCIATES, LLC",Allopathic & Osteopathic Physicians,Otolaryngology,08034,CHERRY HILL,NJ
1932154788,2,"J ROBERT WEST, M.D., INC",Allopathic & Osteopathic Physicians,Dermatology,89074,HENDERSON,NV
1730134586,2,BEXAR COUNTY BOARD OF TRUSTEES FOR MENTAL HEALTH MENTAL RETARDATION,Behavioral Health & Social Service Providers,Counselor,78213,SAN ANTONIO,TX
1184679938,2,FORT PAYNE RHC CORP,Allopathic & Osteopathic Physicians,Internal Medicine,35968,FORT PAYNE,AL
1083669832,2,NHC HEALTHCARE-BRISTOL LLC,Nursing & Custodial Care Facilities,Skilled Nursing Facility,24201,BRISTOL,VA
1386699148,2,NHC HEALTHCARE-SPRINGFIELD LLC,Nursing & Custodial Care Facilities,Skilled Nursing Facility,37172,SPRINGFIELD,TN
1982659470,2,"STONY BROOK FAMILY AND PREVENTIVE MEDICINE, UNIVERSITY FACULTY PRACTIC",Allopathic & Osteopathic Physicians,Family Medicine,11794,STONY BROOK,NY
1639124134,2,"ST. VINCENT CARMEL HOSPITAL, INC.",Hospitals,General Acute Care Hospital,46032,CARMEL,IN
1285689794,2,CLARKSVILLE HEALTH SYSTEM GP,Hospitals,General Acute Care Hospital,37040,CLARKSVILLE,TN
1639124142,2,GREENBRIER VMC LLC,Hospitals,General Acute Care Hospital,24970,RONCEVERTE,WV
1073568879,2,NORTON HOSPITALS INC,Ambulatory Health Care Facilities,Clinic/Center,40202,LOUISVILLE,KY
1669427100,2,"LANCASTER RADIOLOGY ASSOCIATES, LTD.",Allopathic & Osteopathic Physicians,Radiology,17602,LANCASTER,PA
1326093873,2,MULTICARE HEALTH SYSTEM,Allopathic & Osteopathic Physicians,Family Medicine,98405,TACOMA,WA
1639124118,2,"RADIOLOGY CONSULTANTS OF LITTLE ROCK, PA",Allopathic & Osteopathic Physicians,Radiology,72205,LITTLE ROCK,AR
1629023387,2,MICHAEL MOON MD A MEDICAL CORPORATION,Allopathic & Osteopathic Physicians,Physical Medicine & Rehabilitation,92121,SAN DIEGO,CA
1336194893,2,EMPIRE HEALTH SERVICES,Hospitals,General Acute Care Hospital,99204,SPOKANE,WA
1699720086,2,"THE MEDICAL COLLEGE OF WISCONSIN, INC.",Allopathic & Osteopathic Physicians,Internal Medicine,53226,MILWAUKEE,WI
1306891700,2,"ST. VINCENT EMERGENCY PHYSICIANS, INC.",Allopathic & Osteopathic Physicians,Emergency Medicine,46260,INDIANAPOLIS,IN
1730134123,2,RIVERVIEW REGIONAL MEDICAL CENTER LLC,Hospitals,General Acute Care Hospital,35901,GADSDEN,AL
1891740585,2,BELLIN MEMORIAL HOSPITAL INC.,Hospitals,General Acute Care Hospital,54301,GREEN BAY,WI
1053366740,2,"BYRAM HEALTHCARE CENTERS, INC.",Suppliers,Durable Medical Equipment & Medical Supplies,60515,DOWNERS GROVE,IL
1023063641,2,"BYRAM HEALTHCARE CENTERS, INC.",Suppliers,Durable Medical Equipment & Medical Supplies,30144,KENNESAW,GA
1003861642,2,ISD RENAL INC,Ambulatory Health Care Facilities,Clinic/Center,72364,MARION,AR
1164477725,2,DECATUR MEMORIAL HOSPITAL,Hospitals,General Acute Care Hospital,62526,DECATUR,IL
1801841473,2,"PENSACOLA EMERGENCY PHYSICIANS, LLC",Allopathic & Osteopathic Physicians,Emergency Medicine,32503,PENSACOLA,FL
1770538340,2,"EMERGENCY PHYSICIANS OF INDIANAPOLIS, PC",Allopathic & Osteopathic Physicians,Emergency Medicine,46237,INDIANAPOLIS,IN
1770538118,2,"NASHVILLE ONCOLOGY ASSOCIATES, PC",Allopathic & Osteopathic Physicians,Internal Medicine,37203,NASHVILLE,TN
1124073481,2,"PROFESSIONAL IMAGING, INC.",Allopathic & Osteopathic Physicians,Radiology,24740,PRINCETON,WV
1487609475,2,AMERICAN ANESTHESIOLOGY OF MICHIGAN PC,Allopathic & Osteopathic Physicians,Anesthesiology,48073,ROYAL OAK,MI
1609821602,2,"NEW HAVEN MEDICAL SERVICES, P.A.",Allopathic & Osteopathic Physicians,Internal Medicine,29678,SENECA,SC
1972558971,2,RETINA CONSULTANTS OF DELMARVA PA,Allopathic & Osteopathic Physicians,Ophthalmology,21804,SALISBURY,MD
1427003607,2,CLARKSVILLE HOME CARE SERVICES LLC,Agencies,Home Health,37040,CLARKSVILLE,TN
1053366062,2,UNITED ANESTHESIA SERVICES PC,Allopathic & Osteopathic Physicians,Anesthesiology,19096,WYNNEWOOD,PA
1710932736,2,MEDICAL ASSOCIATES,Allopathic & Osteopathic Physicians,Emergency Medicine,46256,INDIANAPOLIS,IN
1659326700,2,CLARKSVILLE HEALTH SYSTEM GP,Hospital Units,Rehabilitation Unit,37040,CLARKSVILLE,TN
1700831724,2,POPLAR BLUFF REGIONAL MEDICAL CENTER LLC,Hospitals,General Acute Care Hospital,63901,POPLAR BLUFF,MO
1134174154,2,FAMILY MEDICAL CLINIC OF NORTH MS INC,Allopathic & Osteopathic Physicians,Family Medicine,38672,SOUTHAVEN,MS
1538114707,2,"STONY BROOK UROLOGY, UNIVERSITY FACULTY PRACTICE CORPORATION",Allopathic & Osteopathic Physicians,Urology,11733,EAST SETAUKET,NY
1407801673,2,"MIAMI BEACH HEALTHCARE GROUP, LTD.",Hospitals,General Acute Care Hospital,33180,AVENTURA,FL
1295780476,2,HTI MEMORIAL HOSPITAL CORPORATION,Hospitals,General Acute Care Hospital,37207,NASHVILLE,TN
1699720888,2,"NEUROLOGY ASSOCIATES OF STONY BROOK, UNIVERSITY FACULTY PRACTICE CORPO",Allopathic & Osteopathic Physicians,Psychiatry & Neurology,11794,STONY BROOK,NY
1376598714,2,BILLINGS CLINIC,Allopathic & Osteopathic Physicians,General Practice,59101,BILLINGS,MT
1215982665,2,ADVANCED PAIN MANAGEMENT SPECIALISTS,Allopathic & Osteopathic Physicians,Anesthesiology,33919,FORT MYERS,FL
1558316919,2,"NORWICH ORTHOPEDIC GROUP, P.C.",Allopathic & Osteopathic Physicians,Orthopaedic Surgery,06254,NORTH FRANKLIN,CT
1366497448,2,"STONY BROOK RADIOLOGY, UNIVERSITY FACULTY PRACTICE CORPORATION",Allopathic & Osteopathic Physicians,Radiology,11794,STONY BROOK,NY
1710932173,2,"BYRAM HEALTHCARE CENTERS, INC.",Suppliers,Durable Medical Equipment & Medical Supplies,10605,WHITE PLAINS,NY
1528013984,2,CLINIC MEDICAL SERVICES COMPANY,Allopathic & Osteopathic Physicians,Radiology,44195,CLEVELAND,OH
