referrer_npi,referrer_entity_type_code,referrer_last_name,referrer_first_name,referrer_credential,referrer_specialization,referrer_zip_code,referrer_city,referrer_state
1518920511,1,JONES,MARY,NP,,39110,MADISON,MS
1861455040,1,TUCKER,WILLIAM,CRNA,,37203,NASHVILLE,TN
1073576104,1,WHITTEN,CAROL,A.P.N.,Psychiatric/Mental Health,37067,FRANKLIN,TN
1205899242,1,PRICE,DAVID,M.D.,,37042,CLARKSVILLE,TN
1982667960,1,SINGH,IQBAL,M.D.,Neurology,21044,COLUMBIA,MD
1376506337,1,GORDON,DANIEL,MD,,37129,MURFREESBORO,TN
1528021482,1,BALDWIN,MARY,MD,,37327,DUNLAP,TN
1497718365,1,CARTER,KEVIN,DC,,37075,HENDERSONVILLE,TN
1528021318,1,ROGLIERI,JOSEPH,D.O.,Nephrology,12180,TROY,NY
1669435319,1,DIXON,TIMOTHY,MD,,85710,TUCSON,AZ
1376506022,1,BERG,JEFFREY,M.D.,Interventional Pain Medicine,40217,LOUISVILLE,KY
1366405128,1,BELCHER,JANE,CRNA,,24014,ROANOKE,VA
1164485926,1,MANIS,PETER,M. D.,,32514,PENSACOLA,FL
1114980984,1,SAFF,GARY,M.D.,Pain Medicine,33308,FORT LAUDERDALE,FL
1750344529,1,HARVEY,JENNIFER,CRNA,,11215,BROOKLYN,NY
1144283896,1,TEPPER,PATRICIA,M.D.,Diagnostic Radiology,37203,NASHVILLE,TN
1578526232,1,HARVEY,DAVID,MD,MOHS-Micrographic Surgery,30265,NEWNAN,GA
1598728263,1,MORAN,JASON,CRNA,,37205,NASHVILLE,TN
1699738500,1,CHAN,YUNG,M.D.,,24301,PULASKI,VA
1295798908,1,SUMEY,KEITH,MD,,97403,EUGENE,OR
1356304075,1,VALENTINE,RAWSON,MD,Vascular Surgery,55455,MINNEAPOLIS,MN
1356305940,1,MCLEOD,FRED,M. D.,,35010,ALEXANDER CITY,AL
1548224181,1,BRENNAN,NATE,DPM,Foot & Ankle Surgery,37841,ONEIDA,TN
1780648345,1,NUNAN,PATRICK,D.P.M.,,31406,SAVANNAH,GA
1861456428,1,HIBBS,FRANCES,FNP,Acute Care,37062,FAIRVIEW,TN
1467416149,1,FRANKLIN,E,MD,,38138,MEMPHIS,TN
1477517167,1,KNOX,JASON,DPM,Foot & Ankle Surgery,37167,SMYRNA,TN
1073577698,1,KRAMER,ARI,MD,,29303,SPARTANBURG,SC
1972567592,1,CHARAPATA,CHAD,MD,Gastroenterology,37404,CHATTANOOGA,TN
1871557553,1,MCABEE,PAULA,ACNP,Acute Care,29303,SPARTANBURG,SC
1346204039,1,KATABAY,ADIL,MD,Pain Medicine,43302,MARION,OH
1649234261,1,LIEBMAN,DAVID,MD,,29631,CLEMSON,SC
1518921998,1,SINGH,NARINDER,,,95966,OROVILLE,CA
1386608768,1,YOUNG,KEVIN,MD,Cardiovascular Disease,37203,NASHVILLE,TN
1558325944,1,SANCHEZ PALACIOS,MANUEL,MD,Nephrology,95966,OROVILLE,CA
1457315848,1,BOGGESS,JUDITH,M.D.,,37412,EAST RIDGE,TN
1346204732,1,FRAZIER,GARY,MD,,42718,CAMPBELLSVILLE,KY
1215991740,1,WEST,DANIEL,AU D.,,38401,COLUMBIA,TN
1285698738,1,CHANG,SUNG,M.D.,Pain Medicine,31909,COLUMBUS,GA
1437113917,1,CAMP,MATTHEW,MD,,30143,JASPER,GA
1649234139,1,GRACE,CAROL,MD,,35570,HAMILTON,AL
1811951114,1,MOON,DOKSU,M.D.,Diagnostic Radiology,44195,CLEVELAND,OH
1831153147,1,FOGOLIN,ROBERT,MD,,37075,HENDERSONVILLE,TN
1528022019,1,FRUIN,ALEX,M.D.,,37122,MT JULIET,TN
1114981602,1,BULATAO,IMELDA,MD,Anatomic Pathology & Clinical Pathology,37404,CHATTANOOGA,TN
1346204849,1,HODGE,CHRISTINE,P.A.,Medical,24013,ROANOKE,VA
1184688590,1,PATIBANDLA,KIRAN,MD,,37660,KINGSPORT,TN
1215991658,1,FLETCHER,CLINTON,CRNA,,37027,BRENTWOOD,TN
1962466391,1,SIMON,ALLISON,APRN,Family,37174,SPRING HILL,TN
1790749141,1,CHILDS,ALEX,M.D.,Gynecology,35209,BIRMINGHAM,AL
1780648063,1,JEWETT,MICHAEL,M.D.,,37659,JONESBOROUGH,TN
1730143926,1,GUPTA,RAMESH,M.D.,,38119,MEMPHIS,TN
1467416602,1,JINGO,AHMAD,MD,,30034,DECATUR,GA
1245294248,1,RIZZO,ANTHONY,MD,Vascular Surgery,44195,CLEVELAND,OH
1285698290,1,MODIC,MICHAEL,M.D.,Diagnostic Radiology,37232,NASHVILLE,TN
1427012657,1,BURWELL,JOEL,D.O. PA,,39503,GULFPORT,MS
1699739821,1,EMCH,TODD,MD,Diagnostic Radiology,44195,CLEVELAND,OH
1568426567,1,PARKER,MICHAEL,PA-C,,38462,HOHENWALD,TN
1538123716,1,MOSLEHI,JAVID,MD,Cardiovascular Disease,94143,SAN FRANCISCO,CA
1215991443,1,SLENTZ,KEVIN,MD,,40033,LEBANON,KY
1760446884,1,WANDASS,JOSEPH,M.D.,,37066,GALLATIN,TN
1326002411,1,TAETLE,RAYMOND,M.D.,Hematology & Oncology,85711,TUCSON,AZ
1871557967,1,HUTCHENS,ZACHARY,M.D.,,37033,CENTERVILLE,TN
1477517506,1,HOLLY,H.,M.D.,,37203,NASHVILLE,TN
1730143876,1,JUNKO,GRETCHEN,D.O,,29605,GREENVILLE,SC
1194789149,1,PAIK,HENRY,M.D.,Gastroenterology,37404,CHATTANOOGA,TN
1952365017,1,HASEMEIER,ERIC,DO,,37725,DANDRIDGE,TN
1851355846,1,KOLB,GARY,DO,,36507,BAY MINETTE,AL
1275597262,1,SMITHSON,JOSHUA,M.D.,,37215,NASHVILLE,TN
1316901309,1,WEST,DOUGLAS,"CRNP, CNS",Adult Health,37232,NASHVILLE,TN
1982668976,1,RHEA,CHRISTIAN,D.O.,Rheumatology,37203,NASHVILLE,TN
1881658664,1,THACKER,CHRISTOPHER,M.D.,,37312,CLEVELAND,TN
1841255684,1,DOUGHERTY,AMANDA,PSY.D.,Clinical,65109,JEFFERSON CITY,MO
1710942552,1,JAMES,KATHLEEN,MD,,24153,SALEM,VA
1114982949,1,SHEROWSKY,RONALD,MD,Diagnostic Radiology,24382,WYTHEVILLE,VA
1356305197,1,COX,MICHAEL,M.D.,,38570,LIVINGSTON,TN
1366406258,1,DENISON,VINNA,MD,,42240,HOPKINSVILLE,KY
1376507178,1,LOPEZ,DANIEL,MD,,42240,HOPKINSVILLE,KY
1609830504,1,TONGCO,WAYNE,MD,,37604,JOHNSON CITY,TN
1689639445,1,BROWN,HEATHER,PAC,,20778,WEST RIVER,MD
1861456790,1,CABARON,VANESSA,MD,,32819,ORLANDO,FL
1245294180,1,DUNN,C. WARREN,MD,,31201,MACON,GA
1205890142,1,FISHER,SHEILA,ARNP,,40701,CORBIN,KY
1679537419,1,MCLERRAN,SAMANTHA,M.D.,,38570,LIVINGSTON,TN
1164486916,1,HEADRICK,PHILLIP,PT,,37013,ANTIOCH,TN
1801851522,1,WHITE,RANDALL,MD,Nephrology,71104,SHREVEPORT,LA
1205891918,1,VU,DUYANH,M.D.,Diagnostic Radiology,20176,LEESBURG,VA
1427013044,1,TAYLOR,GRANT,MD,,37660,KINGSPORT,TN
1386609055,1,MEMON,NAVEED,MD,,37660,KINGSPORT,TN
1487619045,1,JASTI,JAYANTI,"M.D.,",Nephrology,30046,LAWRENCEVILLE,GA
1114982709,1,KIME,DEBRA,PA,Medical,31201,MACON,GA
1184689788,1,MCINTIRE,EDWARD,M.D.,,37312,CLEVELAND,TN
1972568798,1,LIENING,DOUGLAS,M.D.,,37343,HIXSON,TN
1437114063,1,ROMANIUK,ALEX,MD,,37312,CLEVELAND,TN
1952366643,1,TULEY,WILLIAM,M.D.,,47714,EVANSVILLE,IN
1538124243,1,SHEN,SHU-JANE,M.D.,Diagnostic Radiology,44195,CLEVELAND,OH
1073578589,1,PERSAUD,TAREK,M.D.,Retina Specialist,35801,HUNTSVILLE,AL
1760447205,1,FARRUKH,KAMRAN,MD,,37312,CLEVELAND,TN
1003871815,1,KINGMA,DOUGLAS,MD,Hematology,37067,FRANKLIN,TN
1659336196,1,BRAME,SUSAN,FNP,Family,38654,OLIVE BRANCH,MS
1992760516,1,BEAIRD,DAVID,MD,,37604,JOHNSON CITY,TN
1124083720,1,BRINSON,MARTHA,FNP MSN,Family,37203,NASHVILLE,TN
1659336477,1,LANDSBERG,ROBERT,M.D.,,37075,HENDERSONVILLE,TN
1841255346,1,CHRISTIE,MICHAEL,MD,,37203,NASHVILLE,TN
1932164456,1,OTAIGBE,OMOLARA,MD,,39402,HATTIESBURG,MS
1013972538,1,SHEIKH,AZHAR,MD,,37312,CLEVELAND,TN
1386609808,1,JACKSON,STEPHEN,M.D.,,37312,CLEVELAND,TN
1265497788,1,STEEL,SHANNAH,D.O.,,37146,PLEASANT VIEW,TN
1508821026,1,OZAN,AYDIN,M.D.,,37027,BRENTWOOD,TN
1851356216,1,DAVOUDI,RAMIN,MD,Clinical Cardiac Electrophysiology,02842,MIDDLETOWN,RI
1609831916,1,MORRISON,JEFFERSON,MD,,37203,NASHVILLE,TN
1407811722,1,ANDERSON,JEFFREY,MD,,37203,NASHVILLE,TN
1710942057,1,PAXTON,WILLIAM,"M.D., PH.D.",Nephrology,30046,LAWRENCEVILLE,GA
1164487526,1,MELOY,THOMAS,MD,Pain Medicine,27103,WINSTON SALEM,NC
1881659258,1,CLARK,CHAD,"MPAS, PA-C",,43213,COLUMBUS,OH
1669437901,1,COSGROVE,DENNIS,O.D.,,38501,COOKEVILLE,TN
1720043219,1,CRUISE,GROVER,CRNA,,39401,HATTIESBURG,MS
1316902703,1,BENVENISTE,JOEL,MD,Diagnostic Radiology,37232,NASHVILLE,TN
1528023934,1,PARR,ZACKWRIE,D.P.M.,Foot & Ankle Surgery,63901,POPLAR BLUFF,MO
1316902620,1,MCQUAIN,MARK,MD,,37601,JOHNSON CITY,TN
1124083431,1,KARP,SHARON,M.D.,Nephrology,46202,INDIANAPOLIS,IN
1093770364,1,GILL,CHARLOTTE,MD,Anatomic Pathology & Clinical Pathology,40536,LEXINGTON,KY
1184689457,1,LORENZ,DOYLE,MD,,46970,PERU,IN
1942265400,1,DEBOER,DAVID,MD,,37203,NASHVILLE,TN
1669437125,1,RICHARDSON,SCOTT,MD,Gastroenterology,29732,ROCK HILL,SC
1841255338,1,SHAHEEN,TINA,CRNA,,31217,MACON,GA
1043275449,1,GONCHIGAR,MRUTHYUNJAYA,M.D.,Pain Medicine,21702,FREDERICK,MD
1659336097,1,MAJMUDAR,MANOJ,MD,Pulmonary Disease,42240,HOPKINSVILLE,KY
1669437869,1,DE LA GARZA,MIGUEL,MD,Interventional Pain Medicine,34652,NEW PORT RICHEY,FL
1881659084,1,ISBELL,STEVEN,M.D.,,35968,FORT PAYNE,AL
1972568194,1,PORKERT,MARKUS,MD,Cardiovascular Disease,30078,SNELLVILLE,GA
1578528717,1,CARRILLO,YSELA,M.D.,,37067,FRANKLIN,TN
1497710685,1,MORRIS,JEFFREY,MD,,39180,VICKSBURG,MS
1144285263,1,MAHADEVAN,KARTHIK,MD,Pulmonary Disease,97408,EUGENE,OR
1154386035,1,DAVIS,WILLIAM,M.D.,,37075,HENDERSONVILLE,TN
1376508267,1,ALEWINE,THOMAS,M.D.,Diagnostic Radiology,22031,FAIRFAX,VA
1407811490,1,HELOU,BESHARA,MD,,19947,GEORGETOWN,DE
1003871195,1,DUNCAN,RICHARD,MD,Orthopaedic Surgery of the Spine,37601,JOHNSON CITY,TN
1922063056,1,BOYLE,JANET,M.D.,Nephrology,45206,CINCINNATI,OH
1629033758,1,SOMERS,PAUL,D.P.M.,,37209,NASHVILLE,TN
1952366916,1,GORDON,JULIAN,MD,,44122,BEACHWOOD,OH
1467417444,1,KAIBARA,TARO,MD,,85224,CHANDLER,AZ
1033174982,1,JESSEN,MARK,M.D.,,42104,BOWLING GREEN,KY
1144285099,1,RAMAIAH,CHANDRASHEKHAR,MD,,37205,NASHVILLE,TN
1376508374,1,CHOKSI,AMIT,MD,Gastroenterology,38401,COLUMBIA,TN
1346205358,1,POTTEIGER,CHAD,DO,Gastroenterology,47630,NEWBURGH,IN
1821053703,1,SMITH,PETER,M.D.,,37075,HENDERSONVILLE,TN
1548225444,1,MALLIPEDDI,DAYAKER,MD,Gastroenterology,38401,COLUMBIA,TN
1386609394,1,SCHLABACH,LARRY,MD,Medical Oncology,37403,CHATTANOOGA,TN
1811952831,1,MCCRAVEY,JOHN,MD,Medical Oncology,37403,CHATTANOOGA,TN
1073578043,1,BROWN,JULIAN,M. D.,,39730,ABERDEEN,MS
1134184062,1,SEARCY,ANN-MAXWELL,FNP,,30512,BLAIRSVILLE,GA
1508822438,1,OKTAVEC,FRANK,PA,Medical,30512,BLAIRSVILLE,GA
1871559708,1,BAUMANN,ERIC,MD,Pain Medicine,86301,PRESCOTT,AZ
1801852751,1,WOLFFE,ANDREW,M.D.,,85621,NOGALES,AZ
1508822453,1,MILANI,MARIO,D.C.,,37174,SPRING HILL,TN
1750347464,1,STEELY,WILLIAM,M.D.,,37043,CLARKSVILLE,TN
1023074945,1,MATLIN,CHARLES,M.D.,,85021,PHOENIX,AZ
1588620405,1,CROUCH,RICHARD,M.D.,,42071,MURRAY,KY
1114983095,1,WALLER,BRUCE,MD,Cardiovascular Disease,46260,INDIANAPOLIS,IN
1760448591,1,OLSEN,SAMUEL,MD,,37331,ETOWAH,TN
1891751566,1,PIERPAOLI,STEVEN,MD,,60805,EVERGREEN PARK,IL
1730145640,1,KAYSER,SAM,MD,,37205,NASHVILLE,TN
1477519387,1,FARMER,SHEILA,,,24153,SALEM,VA
1548226376,1,HICKS,CHRISTOPHER,APRN BC,,98201,EVERETT,WA
1760448500,1,WHITE,EDWARD,NP,,37091,LEWISBURG,TN
1477519254,1,GILBERT,MARGARET,CRNA,,24014,ROANOKE,VA
1457317257,1,MIOTON,GUY,MD,Cardiovascular Disease,37129,MURFREESBORO,TN
1710943519,1,BOSKIND,JOHN,M.D.,,37122,MT JULIET,TN
1235195942,1,KANT,KOTAGAL,,Nephrology,45219,CINCINNATI,OH
1679539381,1,HENDERSON,TRAVIS,M.D.,Diagnostic Radiology,27330,SANFORD,NC
1306802061,1,AREHART,DAVID,M.D.,Interventional Pain Medicine,42240,HOPKINSVILLE,KY
1821054669,1,EARLS,RANDY,APN,Adult Health,38261,UNION CITY,TN
1326004177,1,NEZAKATGOO,NOSRATOLLAH,MD,,38132,MEMPHIS,TN
1033175807,1,REAT,JEAN-FRANCOIS,MD,,37830,OAK RIDGE,TN
1245296912,1,SYLORA,JAMES,MD,,60805,EVERGREEN PARK,IL
1447216213,1,COATES,DANA,D.O.,,46580,WARSAW,IN
1891751509,1,KOVAN,RICHARD,MD,,85050,PHOENIX,AZ
1609832310,1,KAMATH,SURESH,M.D.,Nephrology,45219,CINCINNATI,OH
1902862519,1,GEORGE,WILBURN,MD,Cardiovascular Disease,37388,TULLAHOMA,TN
1790741312,1,PATEL,CHIRAG,MD,Hepatology,37421,CHATTANOOGA,TN
1609832229,1,BALL,GREGORY,MD,Pain Medicine,37421,CHATTANOOGA,TN
1467418095,1,WILLIAMS,KARI,"MSN, APRN, FNP-C",,37311,CLEVELAND,TN
1184680878,1,GRAVES,THOMAS,OD,,37066,GALLATIN,TN
1386600906,1,MCCLURE,ROBERT,MD,Gastroenterology,38401,COLUMBIA,TN
1467418087,1,REDDY,SRIKAR,MD,Gastroenterology,38401,COLUMBIA,TN
1215993878,1,SEGLER,LEESA,CRNA,,42240,HOPKINSVILLE,KY
1487610069,1,CRISP,ERIN,PAC,Medical,37087,LEBANON,TN
1467418053,1,TUMLIN,JAMES,M.D.,Nephrology,30046,LAWRENCEVILLE,GA
1013973528,1,BAILEY,KAREN,APRN,Family,42071,MURRAY,KY
1639135148,1,SCOTT,KAREN,D.O.,,79401,LUBBOCK,TX
1639135155,1,VO,HUNG,D.O.,,46580,WARSAW,IN
1699731075,1,BARGERON,SANDRA,AA,,80909,COLORADO SPRINGS,CO
1508822982,1,STEVENSON,LYNNE,MD,Cardiovascular Disease,37232,NASHVILLE,TN
1871559278,1,SMITH,WILLIAM,M.D.,,37075,HENDERSONVILLE,TN
1164488524,1,MELNICK,NEIL,MD,,94109,SAN FRANCISCO,CA
1013973387,1,SERRO,ROBERT,MD,,37207,NASHVILLE,TN
1457317778,1,CHALFANT,ROBERT,MD,Psychiatry,37203,NASHVILLE,TN
1972569200,1,PEDERSEN,DAVID,MD,,85745,TUCSON,AZ
1699731927,1,NIXON,WILLIAM,MD,,35976,GUNTERSVILLE,AL
1235195561,1,PATEL,KANDARP,M.D.,,38305,JACKSON,TN
1033175369,1,REED-JOHNSON,LEZLIE,MD,,35976,GUNTERSVILLE,AL
1093771347,1,PATEL,BIRJU,"M.D., F.A.C.P.",,30501,GAINESVILLE,GA
1346206661,1,SAMAHA,MICHEL,M.D.,Pulmonary Disease,19963,MILFORD,DE
1023074382,1,CONNELLY,STEPHANIE,MD,,38104,MEMPHIS,TN
1851357032,1,HAASE,GREGORY,DO,,46580,WARSAW,IN
1932165123,1,THOMBLEY,BRUCE,,Diagnostic Radiology,31406,SAVANNAH,GA
1174589410,1,SAYLOR,JEFFREY,MD,,35976,GUNTERSVILLE,AL
1699731935,1,BOGGESS,JOHN,MD,,35976,GUNTERSVILLE,AL
1679539886,1,VALLEJO,VICTOR,MD,,37203,NASHVILLE,TN
1760448203,1,HIGHLAND,KATHY,APN,Family,37355,MANCHESTER,TN
1740246289,1,VELAGA,VENKATESWARA,MD,Cardiovascular Disease,42240,HOPKINSVILLE,KY
1346206893,1,KNOLL,L,MD,,37209,NASHVILLE,TN
1982660437,1,LOHRASBI,FARYAB,MD,,37055,DICKSON,TN
1730145285,1,SCHNEIDER,JOHN,M.D.,Neurology,37128,MURFREESBORO,TN
1760448245,1,GEORGE,BRIDGET,APN,Family,37355,MANCHESTER,TN
1093771495,1,HENTSCHEL,DIRK,MD,Nephrology,02115,BOSTON,MA
1467418871,1,ELLER,SCOTT,M.D.,,37129,MURFREESBORO,TN
1679539092,1,PHILLIPS,KELLY,"APRN-BC, FNP",Family,37404,CHATTANOOGA,TN
1396701710,1,TURNER,ALLAN,M.D.,Nephrology,29646,GREENWOOD,SC
1740246115,1,HENDRICKS,ANDREW,MD,,28358,LUMBERTON,NC
1720044191,1,DILS,GROVER,M.D.,,42164,SCOTTSVILLE,KY
1356307722,1,KINARD,HUGH,MD,,37203,NASHVILLE,TN
1174589543,1,WIKE,LAURA,MD,Diagnostic Radiology,55344,EDEN PRAIRIE,MN
1316903552,1,MASTALERZ,WILLIAM,PT,,37067,FRANKLIN,TN
1720045552,1,WING,DALE,MD,,31792,THOMASVILLE,GA
1023075868,1,CHAUM,EDWARD,MD PHD,,37232,NASHVILLE,TN
1134186133,1,FAKHRE,FAKHRE,M.D.,,71263,OAK GROVE,LA
1184680266,1,HARDY,JAMES,M.D.,Diagnostic Radiology,29678,SENECA,SC
1669438735,1,SETLIFF,HENRY,MD,Diagnostic Radiology,25801,BECKLEY,WV
1710943709,1,CHUNG,JOHN,MD,MOHS-Micrographic Surgery,30720,DALTON,GA
1114984069,1,NORWOOD,JOHN,MD,,72401,JONESBORO,AR
1134185127,1,ALLRED,JONATHAN,MD,,38556,JAMESTOWN,TN
1104882281,1,HOLMES,KEITH,MD,,31201,MACON,GA
1588620686,1,KULKARNI,KEDAR,M.D.,Diagnostic Radiology,55344,EDEN PRAIRIE,MN
1568428605,1,BEER,RODOLFO,MD,,62062,MARYVILLE,IL
1770549701,1,JERDAN,MYLES,MEDICAL DOCTOR,,30240,LAGRANGE,GA
1043277098,1,CLARK,HOPE,APRN,,42240,HOPKINSVILLE,KY
1265499222,1,BRAGER,PAUL,MD,Hematology & Oncology,26330,BRIDGPORT,WV
1255397378,1,JONES,HEATHER,PA-C,,85635,SIERRA VISTA,AZ
1922064047,1,WHITAKER,JACK,MD,Interventional Cardiology,37745,GREENEVILLE,TN
1558327676,1,MARK,JENNIFER,M.D.,,24153,SALEM,VA
1396701439,1,O'TOOLE,JAMES,MD,,38132,MEMPHIS,TN
1164488144,1,LEWIS,ANNETTE,,,38556,JAMESTOWN,TN
1134186190,1,JANJIC,TRACI,NP,Family,37027,BRENTWOOD,TN
1417913492,1,BENSON,JONATHAN,,Gastroenterology,46845,FORT WAYNE,IN
1518923549,1,FAULK,CARLTON,MEDICAL DOCTOR,,30143,JASPER,GA
1457318404,1,WILLIAMS,LAURA,M.D,Gynecologic Oncology,37203,NASHVILLE,TN
1407813439,1,LEDOUX,MARK,MD,Neurology,38157,MEMPHIS,TN
1740247766,1,LUCAS,NATHAN,DPM,Foot & Ankle Surgery,38119,MEMPHIS,TN
1093772055,1,CAROZZA,MICHAEL,MD,Gynecology,71923,ARKADELPHIA,AR
1518924521,1,POLOW,SARAH,DO,,30705,CHATSWORTH,GA
1235196155,1,HICKLIN,OSMAN,M.D.,Diagnostic Radiology,29678,SENECA,SC
1497712319,1,THOMAS,MELODIE,CRNA,,42240,HOPKINSVILLE,KY
1013974948,1,COLOMBO,MARIA,MD,Diagnostic Radiology,85259,SCOTTSDALE,AZ
1093772923,1,ISMAIL,MOHAMMAD,MD,Gastroenterology,63110,SAINT LOUIS,MO
1780641795,1,WHEELER,JOHN,M.D.,,35801,HUNTSVILLE,AL
1548227416,1,WHEELOCK,JOHN,M.D.,Gynecologic Oncology,37203,NASHVILLE,TN
1992762868,1,NIEDERMAN,THOMAS,"MD,PHD",,33426,BOYNTON BEACH,FL
1346207222,1,WALLACE,MELANIE,M.D.,,38801,TUPELO,MS
1083671978,1,SANDS,MICHELLE,MD,,38117,MEMPHIS,TN
1144287046,1,MILLER,GINGER,CRNA,,37203,NASHVILLE,TN
1346207255,1,LUX,CHRISTOPHER,,,75503,TEXARKANA,TX
1154388064,1,LEMBO,NANCY,D.O.,Sports Medicine,29485,SUMMERVILLE,SC
1134186042,1,OGNIBENE,JON,DPT,,37211,NASHVILLE,TN
1437116977,1,VASILEVSKIS,EDUARD,MD,,53792,MADISON,WI
1760449540,1,RUSHING,DAVID,M.D.,,35801,HUNTSVILLE,AL
1588621031,1,BACHIER,CARLOS,MD,Hematology,00917,SAN JUAN,PR
1114984911,1,CLEVELAND,KERRY,MD,Infectious Disease,38132,MEMPHIS,TN
1104883800,1,DELISLE,GREGG,M.D.,,35801,HUNTSVILLE,AL
1316904048,1,DISHMON,DWIGHT,MD,Interventional Cardiology,38116,MEMPHIS,TN
1649237207,1,FRANCO,FABIAN,M.D.,Geriatric Medicine,31093,WARNER ROBINS,GA
1124085634,1,EBER,PAUL,M.D.,,38138,GERMANTOWN,TN
1952368672,1,ALGEO,JAMES,M.D.,Diagnostic Radiology,38372,SAVANNAH,TN
1982661617,1,GREEN,CHRISTIE,MD,Nephrology,37129,MURFREESBORO,TN
1134186745,1,WESTERFIELD,ALLEN,M.D.,Diagnostic Radiology,40504,LEXINGTON,KY
1558328161,1,BASTNAGEL,WILLIAM,MD,Nephrology,38132,MEMPHIS,TN
1033176516,1,RAO,ANITA,M.D.,Interventional Pain Medicine,46304,CHESTERTON,IN
1588621064,1,WHITTLE,TIMOTHY,MD,,39773,WEST POINT,MS
1144287772,1,GREENE,JAMES,MD,Psychiatry,38132,MEMPHIS,TN
1922065556,1,RELIC,ROBERT,PA-C,,37027,BRENTWOOD,TN
1235196791,1,LETT,KIMBERLY,CRNA,,37203,NASHVILLE,TN
1477510022,1,ARNAU,THOMAS,M.D.,,29406,CHARLESTON,SC
1366409948,1,JOIST,HEIDI,MD,Nephrology,63128,ST LOUIS,MO
1982661401,1,GESNER,MARK,CRNA,,24457,LOW MOOR,VA
1831156140,1,DHILLON,JASBIR,DO,,37172,SPRINGFIELD,TN
1457318776,1,HARDING,JOHN,MD,,24153,SALEM,VA
1275590507,1,SMARTT,CHANTAY,MD,,38103,MEMPHIS,TN
1174580401,1,SURBROOK,MICHELLE,MD,,38103,MEMPHIS,TN
1255398582,1,HAGLER,ROBERT,MD,Gynecology,36305,DOTHAN,AL
1427015759,1,LINTALA,ALAN,MD,Diagnostic Radiology,25801,BECKLEY,WV
1417914748,1,BUTLER,JAMES,MD,,36305,DOTHAN,AL
1407813736,1,MORRIS,JOHN,M.D.,,38671,SOUTHAVEN,MS
1588621817,1,CHARNES,CURT,MD,,29169,WEST COLUMBIA,SC
1336106707,1,SAGHAFI,DARIUS,MD,,15068,NEW KENSINGTON,PA
1598722985,1,BROWN,JACQUELINE,CRNA,,28204,CHARLOTTE,NC
1538126784,1,BAIG,ABDULLAH,MD,"Endocrinology, Diabetes & Metabolism",38053,MILLINGTON,TN
1083671242,1,AGARWAL,SHALINI,M.D.,Diagnostic Radiology,85028,PHOENIX,AZ
1033176201,1,ENRIGHT,MICHAEL,MD,Diagnostic Radiology,29303,SPARTANBURG,SC
1417914821,1,KEELEY,CHRISTOPHER,MD,,24153,SALEM,VA
1780641191,1,STEVENSON,WILLIAM,MD,Clinical Cardiac Electrophysiology,37232,NASHVILLE,TN
1942267406,1,YAQUB,MUHAMMAD,M.D.,Nephrology,46202,INDIANAPOLIS,IN
1356308779,1,WILSON,SHARON,MD,,37207,NASHVILLE,TN
1942267380,1,BALDAUF,FRANK,MD,,45804,LIMA,OH
1013974450,1,KUCHERA,JAY,MD,,34952,PORT ST LUCIE,FL
1972560332,1,OM,ANIL,M.D.,Interventional Cardiology,29506,FLORENCE,SC
1821055260,1,KARL,EDWARD,M.D.,Psychiatry,37067,FRANKLIN,TN
1356308654,1,CASTELLONE,DAVID,MD,,29483,SUMMERVILLE,SC
1518924737,1,BERNS,DAVID,MD,Diagnostic Radiology,44022,MORELAND HILLS,OH
1033176250,1,CANADA,ROBERT,MD,Nephrology,38104,MEMPHIS,TN
1083671218,1,HEWITT,THOMAS,M.D.,,01001,AGAWAM,MA
1932166162,1,BIGG,STEVEN,MD,,63031,FLORISSANT,MO
1477510600,1,STULTZ,TODD,M.D.,Diagnostic Radiology,44195,CLEVELAND,OH
1114984309,1,KAVANAGH,JOSEPH,MD,Diagnostic Radiology,29303,SPARTANBURG,SC
1235196395,1,CAPRIO,FRANCIS,M.D.,,37027,BRENTWOOD,TN
1437116530,1,THOMAS,ADAM,MD,,46845,FORT WAYNE,IN
1003874199,1,ROWLEY,MILDRED,MD,,97439,FLORENCE,OR
1730147877,1,PATTERSON,ANTHONY,MD,,38119,MEMPHIS,TN
1346208378,1,GELSTEIN,LAURENCE,MD,,63122,KIRKWOOD,MO
1982662961,1,GELFAND,MICHAEL,MD,Infectious Disease,38132,MEMPHIS,TN
1750348843,1,ILIC,LJUBOMIR,MD,Nephrology,47403,BLOOMINGTON,IN
1114984234,1,HESLER,LILLIAN,,Obstetrics & Gynecology,45202,CINCINNATI,OH
1215995246,1,FREY,CLAUDE,M.D.,Diagnostic Radiology,85028,PHOENIX,AZ
1558328633,1,LOVINGGOOD,JAMES,MD,,63031,FLORISSANT,MO
1174580286,1,OSBORNE,TRACY,M.D.,,37211,NASHVILLE,TN
1598723645,1,STINSON-REYNOLDS,JULIE,M.D.,,37211,NASHVILLE,TN
1063470045,1,FORD,DENNIS,MD,Interventional Pain Medicine,37311,CLEVELAND,TN
1386602464,1,GORDON,ANTHONY,DPM,Foot Surgery,30605,ATHENS,GA
1871551630,1,MALIK,RAJESH,M.D.,Clinical Cardiac Electrophysiology,34209,BRADENTON,FL
1013975010,1,SANDOZ,GEORGE,MD,Neurology,29526,CONWAY,SC
1376501221,1,BURGAN,BRIAN,DPM,,37421,CHATTANOOGA,TN
